"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 24 19:30:13 UTC 2026","Mon Aug 24 19:30:21 UTC 2026","8000","","debian12-container","","","","QA 252","PCP QA Test No. 252

pmlogger with its new formats for -s and -T stopping conditions



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Mon Aug 24 19:28:39 UTC 2026","Mon Aug 24 19:28:39 UTC 2026","0","","debian13-container","","","","QA 238","PCP QA Test No. 238

pmnsmerge with group at deep level of PMNS and intervening

levels missing



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Mon Aug 24 21:24:12 UTC 2026","Mon Aug 24 21:24:18 UTC 2026","6000","","ubuntu2404-container","","","","QA 1351","PCP QA Test No. 1351

Exercise asynchronous namespace change notification from

PMDAs through to PMAPI clients.



Copyright (c) 2018 Red Hat.



"
"passed","Mon Aug 24 20:26:22 UTC 2026","Mon Aug 24 20:26:22 UTC 2026","0","","centos-stream10-container","","","","QA 708","PCP QA Test No. 708

Exercise python PMI layer



Copyright (c) 2012 Red Hat.



"
"passed","Mon Aug 24 19:11:47 UTC 2026","Mon Aug 24 19:11:47 UTC 2026","0","","ubuntu2404-container","","","","QA 037","PCP QA Test No. 037

exercise meta-data services from an archive



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"skipped","Mon Aug 24 21:47:40 UTC 2026","Mon Aug 24 21:47:40 UTC 2026","0","","fedora42-container","","","","QA 1387","PCP QA Test No. 1387

simplest pmlogrewrite test for V3 (and V2) archives ... with

delta indoms ... output archive should be the same as the

input archive



non-valgrind variant, see qa/1392 for the valgrind variant



Copyright (c) 2022 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 20:21:00 UTC 2026","Mon Aug 24 20:21:06 UTC 2026","6000","","fedora44-container","","","","QA 507","PCP QA Test No. 507

exercises the pcp(1) works with an archive generates from

our own pmlogger config file for it.  also checks bug #640234



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



check-group-exclude: pmdumplog



"
"passed","Mon Aug 24 19:34:50 UTC 2026","Mon Aug 24 19:36:00 UTC 2026","70000","","ubuntu2604","","","","QA 286","PCP QA Test No. 286

exercise local context kernel pmda metrics

(fetch and instance PDUs).  See RH BZ 858384.



Copyright (c) 2012 Red Hat.



"
"passed","Mon Aug 24 20:13:06 UTC 2026","Mon Aug 24 20:13:13 UTC 2026","7000","","ubuntu2004-container","","","","QA 702","PCP QA Test No. 702

Exercise python PMAPI layer - basic live host tests



Copyright (c) 2012-2014 Red Hat.



"
"passed","Mon Aug 24 20:18:55 UTC 2026","Mon Aug 24 20:19:06 UTC 2026","11000","","ubuntu2204","","","","QA 856","PCP QA Test No. 856

Check PMCD state change notification, aka PMCD_ADD_AGENT



Copyright (c) 2016 Red Hat, Inc.



"
"passed","Mon Aug 24 19:43:23 UTC 2026","Mon Aug 24 19:43:24 UTC 2026","1000","","debian13-container","","","","QA 335","PCP QA Test No. 335



Checkout derived metrics with whacky instance domain changes



Copyright (c) 2010 Ken McDonell.  All Rights Reserved.



"
"failed","Mon Aug 24 21:17:16 UTC 2026","Mon Aug 24 21:17:17 UTC 2026","1000","","centos-stream8-container","","","","QA 1212","PCP QA Test No. 1212

Exercise pmseries query parser error handling.



Copyright (c) 2019 Red Hat.



**To reproduce this test, please run:**

    build/ci/ci-run.py centos-stream8-container reproduce"
"passed","Mon Aug 24 20:55:51 UTC 2026","Mon Aug 24 20:56:03 UTC 2026","12000","","ubuntu2204","","","","QA 1310","PCP QA Test No. 1310

Check segfault in python API labels functions



Copyright (c) 2019 Red Hat.  All Rights Reserved.



"
"passed","Mon Aug 24 20:14:17 UTC 2026","Mon Aug 24 20:14:18 UTC 2026","1000","","debian13-container","","","","QA 674","PCP QA Test No. 674

check realpath alternative in pcp(1)



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 20:30:45 UTC 2026","Mon Aug 24 20:30:45 UTC 2026","0","","ubuntu2604","","","","QA 1036","PCP QA Test No. 1036

Test libpcp multi-archive support using pmclient_fg

V2 archive version see 1494 for V3 version



Copyright (c) 2016 Red Hat.  All Rights Reserved.



"
"passed","Mon Aug 24 19:23:27 UTC 2026","Mon Aug 24 19:23:38 UTC 2026","11000","","debian12-container","","","","QA 172","PCP QA Test No. 172

Exercise $PMCD_PORT and $PMLOGGER_PORT mechanisms



Copyright (c) 2014 Red Hat.

Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Mon Aug 24 21:10:29 UTC 2026","Mon Aug 24 21:10:32 UTC 2026","3000","","ubuntu2204-container","","","","QA 1242","PCP QA Test No. 1242

Test libpcp multi-archive support using pmrep



Copyright (c) 2017 Red Hat.  All Rights Reserved.



"
"passed","Mon Aug 24 21:55:32 UTC 2026","Mon Aug 24 21:55:35 UTC 2026","3000","","ubuntu2204-container","","","","QA 1791","PCP QA Test No. 1791

Exercise pmrep additional metricset handling.



Copyright (c) 2026 Red Hat.



"
"passed","Mon Aug 24 20:16:21 UTC 2026","Mon Aug 24 20:16:24 UTC 2026","3000","","centos-stream10-container","","","","QA 626","PCP QA Test No. 626

pmlogger_daily with -x 0 and previously failing to merge correctly

... list of files below comes from an observed interactive run

of pmlogger_daily during -x 0 development



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 20:07:44 UTC 2026","Mon Aug 24 20:07:50 UTC 2026","6000","","ubuntu1804-container","","","","QA 692","PCP QA Test No. 692

pmie reshaping when metrics become available

GH issue #571

see also qa/698 for the valgrind version of this test



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 20:23:39 UTC 2026","Mon Aug 24 20:23:40 UTC 2026","1000","","ubuntu1804-container","","","","QA 902","PCP QA Test No. 902

valgrind for pmUnpackHighResEventRecords and pmFreeHighResEventResult



Copyright (c) 2014 Red Hat.

Copyright (c) 2010 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 21:02:45 UTC 2026","Mon Aug 24 21:02:46 UTC 2026","1000","","fedora43-container","","","","QA 923","PCP QA Test No. 923

check memleaks in libpcp derive semantic error handling

RH BZ#1331973

Copyright (c) 2016 Mark Goodwin.  All Rights Reserved.

Copyright (c) 2016 Red Hat.  All Rights Reserved.



"
"passed","Mon Aug 24 19:24:04 UTC 2026","Mon Aug 24 19:24:05 UTC 2026","1000","","ubuntu2204","","","","QA 207","PCP QA Test No. 207

Simple PMNS exerciser after dynamic PMNS changes



Copyright (c) 2009 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 20:23:50 UTC 2026","Mon Aug 24 20:23:56 UTC 2026","6000","","ubuntu2404-container","","","","QA 702","PCP QA Test No. 702

Exercise python PMAPI layer - basic live host tests



Copyright (c) 2012-2014 Red Hat.



"
"passed","Mon Aug 24 20:15:13 UTC 2026","Mon Aug 24 20:15:19 UTC 2026","6000","","ubuntu2604","","","","QA 808","PCP QA Test No. 808

exercise pmlogger stale pid files issues



Copyright (c) 2015 Red Hat.  All Rights Reserved.

Copyright (c) 2015 Mark Goodwin.  All Rights Reserved.



"
"skipped","Mon Aug 24 19:43:51 UTC 2026","Mon Aug 24 19:43:51 UTC 2026","0","","ubuntu2604-container","","","","QA 370","PCP QA Test No. 370



exercise sar2pcp



Copyright (c) 2012 Red Hat.

Copyright (c) 2010 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 20:24:41 UTC 2026","Mon Aug 24 20:24:42 UTC 2026","1000","","centos-stream10-container","","","","QA 691","PCP QA Test No. 691

derived metrics & instance filtering - garbage collection check



Copyright (c) 2018 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 19:53:34 UTC 2026","Mon Aug 24 19:53:43 UTC 2026","9000","","ubuntu2004","","","","QA 541","PCP QA Test No. 541

another variant on ...

535080 - dynamic indoms for pmie, uses sample.dynamic.*

this time, the problem is when the intial instance domain contains

one instance, the pmie expression tree uses the 1:1 operator instead

of the n:1 operator



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Mon Aug 24 21:27:54 UTC 2026","Mon Aug 24 21:27:55 UTC 2026","1000","","debian13-container","","","","QA 1568","PCP QA Test No. 1568

pmlogbasename workout



Copyright (c) 2024 [who are you?].  All Rights Reserved.



"
"passed","Mon Aug 24 19:53:28 UTC 2026","Mon Aug 24 19:53:29 UTC 2026","1000","","fedora42-container","","","","QA 285","PCP QA Test No. 285



Plan:

1. to show that the indom result for instance requests for

pmLookupInDom and pmNameInDom calls should NOT be different

for DSOs versus daemon agents.

2. to verify that opening a dso and then connecting to a daemon

is viable.

Note: qa/147 tests out doing a daemon and then a dso



Method:

1. use dbpmda with the sampledso and sample daemon with appropriate

instance requests



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Mon Aug 24 19:02:27 UTC 2026","Mon Aug 24 19:02:28 UTC 2026","1000","","centos-stream8-container","","","","QA 012","PCP QA Test No. 012

exercise pmOpenLog



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Mon Aug 24 20:49:14 UTC 2026","Mon Aug 24 20:49:15 UTC 2026","1000","","debian13-container","","","","QA 1121","PCP QA Test No. 1121

test Linux scsi tape metrics



Copyright (c) 2017 Red Hat, All Rights Reserved.



"
"passed","Mon Aug 24 20:29:22 UTC 2026","Mon Aug 24 20:29:22 UTC 2026","0","","ubuntu1804-i386-container","","","","QA 885","PCP QA Test No. 885

Verify /proc/cpuinfo parsing for various architectures.



Copyright (c) 2014 Red Hat.  All Rights Reserved.



"
"passed","Mon Aug 24 20:24:29 UTC 2026","Mon Aug 24 20:24:30 UTC 2026","1000","","ubuntu1804-container","","","","QA 923","PCP QA Test No. 923

check memleaks in libpcp derive semantic error handling

RH BZ#1331973

Copyright (c) 2016 Mark Goodwin.  All Rights Reserved.

Copyright (c) 2016 Red Hat.  All Rights Reserved.



"
"passed","Mon Aug 24 19:15:28 UTC 2026","Mon Aug 24 19:15:29 UTC 2026","1000","","centos-stream10-container","","","","QA 090","PCP QA Test No. 090

more interpolate trickery



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"skipped","Mon Aug 24 21:03:20 UTC 2026","Mon Aug 24 21:03:21 UTC 2026","1000","","ubuntu2604-container","","","","QA 1291","PCP QA Test No. 1291

effectiveness of time_caliper() in interp.c



Copyright (c) 2020 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 20:32:02 UTC 2026","Mon Aug 24 20:32:09 UTC 2026","7000","","ubuntu2604-container","","","","QA 895","PCP QA Test No. 895

pmlogger SIGINT badness



https://github.com/performancecopilot/pcp/issues/116



Copyright (c) 2016 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 20:24:59 UTC 2026","Mon Aug 24 20:25:00 UTC 2026","1000","","ubuntu2204","","","","QA 876","PCP QA Test No. 876

Exercise pmdaxfs quota metrics (project quota).



Copyright (c) 2013 Red Hat.



"
"passed","Mon Aug 24 19:38:53 UTC 2026","Mon Aug 24 19:38:54 UTC 2026","1000","","ubuntu2004-container","","","","QA 315","PCP QA Test No. 315

exercise pmie log compression thru pmie_daily



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.

Portions Copyright (c) 2007 Aconex.  All Rights Reserved.



"
"passed","Mon Aug 24 20:37:59 UTC 2026","Mon Aug 24 20:38:11 UTC 2026","12000","","fedora43-container","","","","QA 694","PCP QA Test No. 694

pmie basic expression evaluation and scheduling

valgrind version of qa/055



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



"
"passed","Mon Aug 24 20:45:08 UTC 2026","Mon Aug 24 20:45:09 UTC 2026","1000","","centos-stream10-container","","","","QA 881","PCP QA Test No. 881

Exercise pmsignal(1) options.



Copyright (c) 2016 Red Hat.



"
"passed","Mon Aug 24 21:04:34 UTC 2026","Mon Aug 24 21:04:37 UTC 2026","3000","","ubuntu2404","","","","QA 1451","PCP QA Test No. 1451

pmdumptext -i botches scaling ...



valgrind variant, see qa/1450 for the non-valgrind variant



Marko's bug https://github.com/performancecopilot/pcp/issues/406 from

Dec 2017!



Copyright (c) 2023 Ken McDonell.  All Rights Reserved.



check-group-include: pmdumptext



"
"passed","Mon Aug 24 21:39:16 UTC 2026","Mon Aug 24 21:39:17 UTC 2026","1000","","fedora42-container","","","","QA 1292","PCP QA Test No. 1292

pmlc - try to reproduce some Coverity-flagged errors



see qa/1293 for the valgrind version of this test



Copyright (c) 2021 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 21:29:04 UTC 2026","Mon Aug 24 21:29:16 UTC 2026","12000","","ubuntu1804-i386-container","","","","QA 1927","PCP QA Test No. 1927

Exercise the sockets PMDA Install/Remove and string metric bug.



Copyright (c) 2022 Red Hat.  All Rights Reserved.



"
"skipped","Mon Aug 24 21:35:14 UTC 2026","Mon Aug 24 21:35:14 UTC 2026","0","","centos-stream10-container","","","","QA 1450","PCP QA Test No. 1450

pmdumptext -i botches scaling ...



non-valgrind variant, see qa/1451 for the valgrind variant



Marko's bug https://github.com/performancecopilot/pcp/issues/406 from

Dec 2017!



Copyright (c) 2023 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 20:13:21 UTC 2026","Mon Aug 24 20:13:21 UTC 2026","0","","ubuntu2004","","","","QA 767","PCP QA Test No. 767

Exercise Linux kernel PMDA containers error handling.



Copyright (c) 2015 Red Hat.  All Rights Reserved.



"
"passed","Mon Aug 24 21:01:22 UTC 2026","Mon Aug 24 21:01:22 UTC 2026","0","","ubuntu2404-container","","","","QA 1184","PCP QA Test No. 1184

Exercise pminfo source and series identifier handling.



Copyright (c) 2018-2019 Red Hat.



"
"passed","Mon Aug 24 19:44:17 UTC 2026","Mon Aug 24 19:44:17 UTC 2026","0","","ubuntu2004-container","","","","QA 401","PCP QA Test No. 401

quick pminfo -x check (400 does a better job, but you need to have

valgrind available)



Copyright (c) 2010 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 20:58:11 UTC 2026","Mon Aug 24 20:58:11 UTC 2026","0","","ubuntu2204-container","","","","QA 1194","PCP QA Test No. 1194

Exercise pmlogrewrite rules for NFS server metric semantics.



Copyright (c) 2018 Red Hat.  All Rights Reserved.



"
"passed","Mon Aug 24 21:00:02 UTC 2026","Mon Aug 24 21:00:06 UTC 2026","4000","","ubuntu1804-i386-container","","","","QA 1317","PCP QA Test No. 1317

Muti-threading and __pmProcess*() family

valgrind variant, see qa/1316 for the non-valgrind variant



Copyright (c) 2021 Ken McDonell.  All Rights Reserved.



"
"passed","Mon Aug 24 22:54:01 UTC 2026","Mon Aug 24 22:54:03 UTC 2026","2000","","fedora44-container","","","","QA 1940","PCP QA Test No. 1940

Additional pmlogconf memory leak checks.



Copyright (c) 2023 Red Hat.  All Rights Reserved.



"
"passed","Mon Aug 24 19:08:31 UTC 2026","Mon Aug 24 19:08:31 UTC 2026","0","","ubuntu2204","","","","QA 057","PCP QA Test No. 057

pmnsdel problem



Copyright (c) 1995-2002 Silicon Graphics, Inc.  All Rights Reserved.



check-group-exclude: pminfo



"
"passed","Mon Aug 24 20:26:13 UTC 2026","Mon Aug 24 20:26:13 UTC 2026","0","","ubuntu2604","","","","QA 914","PCP QA Test No. 914

Exercise fetch profile handling in a multithreaded environment ...

this one exposes the bug that variously is mentioned at:

https://github.com/cockpit-project/cockpit/issues/6108 and

https://bugzilla.redhat.com/show_bug.cgi?id=1235962

and most recently associated with

https://github.com/performancecopilot/pcp/pull/693



Copyright (c) 2019 Ken McDonell.  All Rights Reserved.



"
"skipped","Mon Aug 24 20:31:35 UTC 2026","Mon Aug 24 20:31:35 UTC 2026","0","","ubuntu2004-container","","","","QA 873","PCP QA Test No. 873

check kernel.pernode.cpu metrics on single CPU systems

(see commit 4ea1e0b7758660514fcae3117112bf1db4818ba0)



Copyright (c) 2015 Mark Goodwin <mgoodwin@redhat.com>.  All Rights Reserved.



"
